Entrez	symbol	score	cor
107508	Eprs	1.50666692801625	0.879399380656397
51797	Ctps	1.70693349295273	0.877475818676374
14450	Gart	1.36793537976596	0.87577725097028
67834	Idh3a	1.23616775839483	0.863357050118793
108156	Mthfd1	1.43616749329564	0.852180919295409
226414	Dars	1.11031567605008	0.846584314207636
108037	Shmt2	1.1293046293885	0.833566845990963
53893	Nudt5	0.925782558861001	0.823347501951643
11564	Adsl	0.562797669708115	0.815417281208137
108147	Atic	1.04405942768208	0.806015608726548
328099	Prps1l3	0.995354614043005	0.799354974851655
22171	Tyms	0.982539717447152	0.797564784445758
13361	Dhfr	0.784777388667858	0.791529389024045
67054	Paics	0.557464812911143	0.79151857290025
107272	Psat1	0.835436724535741	0.790079010407567
22247	Umps	0.878225958973729	0.782385597717665
69719	Cad	0.534456635250798	0.723832535471815
100678	Psph	0.423385023267509	0.701730806708402
56454	Aldh18a1	0.363386538917909	0.689064905138688
231327	Ppat	0.32989982714025	0.681763310648507
104923	Adi1	0.226220381463472	0.658051367808454
67870	Enoph1	0.192567449392981	0.649981166689758
56749	Dhodh	-0.189527251561769	0.543844013276686
14287	Fpgs	-0.229848998002896	0.530915120400244
